idx,emoji,category,codepoints
2090,👨🏿‍❤️‍💋‍👨🏽,People & Body,1F468 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2092,👨🏻‍❤️‍💋‍👨🏻,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2094,👨🏻‍❤️‍💋‍👨🏿,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2096,👨🏻‍❤️‍💋‍👨🏾,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2098,👨🏻‍❤️‍💋‍👨🏼,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
2100,👨🏻‍❤️‍💋‍👨🏽,People & Body,1F468 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2102,👨🏾‍❤️‍💋‍👨🏾,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2104,👨🏾‍❤️‍💋‍👨🏿,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2106,👨🏾‍❤️‍💋‍👨🏻,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2108,👨🏾‍❤️‍💋‍👨🏼,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
2110,👨🏾‍❤️‍💋‍👨🏽,People & Body,1F468 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2112,👨🏼‍❤️‍💋‍👨🏼,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
2114,👨🏼‍❤️‍💋‍👨🏿,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2116,👨🏼‍❤️‍💋‍👨🏻,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2118,👨🏼‍❤️‍💋‍👨🏾,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2120,👨🏼‍❤️‍💋‍👨🏽,People & Body,1F468 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2122,👨🏽‍❤️‍💋‍👨🏽,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2124,👨🏽‍❤️‍💋‍👨🏿,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2126,👨🏽‍❤️‍💋‍👨🏻,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2128,👨🏽‍❤️‍💋‍👨🏾,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2130,👨🏽‍❤️‍💋‍👨🏼,People & Body,1F468 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
2132,💋,Smileys & Emotion,1F48B
2133,💏🏾,People & Body,1F48F 1F3FE
2134,💏🏼,People & Body,1F48F 1F3FC
2135,💏🏽,People & Body,1F48F 1F3FD
2136,🧑🏿‍❤️‍💋‍🧑🏻,People & Body,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB
2138,🧑🏿‍❤️‍💋‍🧑🏾,People & Body,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE
2140,🧑🏿‍❤️‍💋‍🧑🏼,People & Body,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC
2142,🧑🏿‍❤️‍💋‍🧑🏽,People & Body,1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD
2144,🧑🏻‍❤️‍💋‍🧑🏿,People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF
2146,🧑🏻‍❤️‍💋‍🧑🏾,People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE
2148,🧑🏻‍❤️‍💋‍🧑🏼,People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC
2150,🧑🏻‍❤️‍💋‍🧑🏽,People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD
2152,🧑🏾‍❤️‍💋‍🧑🏿,People & Body,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF
2154,🧑🏾‍❤️‍💋‍🧑🏻,People & Body,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB
2156,🧑🏾‍❤️‍💋‍🧑🏼,People & Body,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC
2158,🧑🏾‍❤️‍💋‍🧑🏽,People & Body,1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD
2160,🧑🏼‍❤️‍💋‍🧑🏿,People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF
2162,🧑🏼‍❤️‍💋‍🧑🏻,People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB
2164,🧑🏼‍❤️‍💋‍🧑🏾,People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE
2166,🧑🏼‍❤️‍💋‍🧑🏽,People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD
2168,🧑🏽‍❤️‍💋‍🧑🏿,People & Body,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF
2170,🧑🏽‍❤️‍💋‍🧑🏻,People & Body,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB
2172,🧑🏽‍❤️‍💋‍🧑🏾,People & Body,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE
2174,🧑🏽‍❤️‍💋‍🧑🏼,People & Body,1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC
2176,👩‍❤️‍💋‍👨,People & Body,1F469 200D 2764 FE0F 200D 1F48B 200D 1F468
2178,👩🏿‍❤️‍💋‍👨🏿,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2180,👩🏿‍❤️‍💋‍👨🏻,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2182,👩🏿‍❤️‍💋‍👨🏾,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2184,👩🏿‍❤️‍💋‍👨🏼,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
2186,👩🏿‍❤️‍💋‍👨🏽,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2188,👩🏻‍❤️‍💋‍👨🏻,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2190,👩🏻‍❤️‍💋‍👨🏿,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2192,👩🏻‍❤️‍💋‍👨🏾,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2194,👩🏻‍❤️‍💋‍👨🏼,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
2196,👩🏻‍❤️‍💋‍👨🏽,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2198,👩🏾‍❤️‍💋‍👨🏾,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2200,👩🏾‍❤️‍💋‍👨🏿,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2202,👩🏾‍❤️‍💋‍👨🏻,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2204,👩🏾‍❤️‍💋‍👨🏼,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
2206,👩🏾‍❤️‍💋‍👨🏽,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2208,👩🏼‍❤️‍💋‍👨🏼,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
2210,👩🏼‍❤️‍💋‍👨🏿,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2212,👩🏼‍❤️‍💋‍👨🏻,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2214,👩🏼‍❤️‍💋‍👨🏾,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2216,👩🏼‍❤️‍💋‍👨🏽,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2218,👩🏽‍❤️‍💋‍👨🏽,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD
2220,👩🏽‍❤️‍💋‍👨🏿,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF
2222,👩🏽‍❤️‍💋‍👨🏻,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB
2224,👩🏽‍❤️‍💋‍👨🏾,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE
2226,👩🏽‍❤️‍💋‍👨🏼,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC
2228,👩‍❤️‍💋‍👩,People & Body,1F469 200D 2764 FE0F 200D 1F48B 200D 1F469
2230,👩🏿‍❤️‍💋‍👩🏿,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
2232,👩🏿‍❤️‍💋‍👩🏻,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
2234,👩🏿‍❤️‍💋‍👩🏾,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
2236,👩🏿‍❤️‍💋‍👩🏼,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
2238,👩🏿‍❤️‍💋‍👩🏽,People & Body,1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
2240,👩🏻‍❤️‍💋‍👩🏻,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
2242,👩🏻‍❤️‍💋‍👩🏿,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
2244,👩🏻‍❤️‍💋‍👩🏾,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
2246,👩🏻‍❤️‍💋‍👩🏼,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
2248,👩🏻‍❤️‍💋‍👩🏽,People & Body,1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
2250,👩🏾‍❤️‍💋‍👩🏾,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
2252,👩🏾‍❤️‍💋‍👩🏿,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
2254,👩🏾‍❤️‍💋‍👩🏻,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
2256,👩🏾‍❤️‍💋‍👩🏼,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
2258,👩🏾‍❤️‍💋‍👩🏽,People & Body,1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
2260,👩🏼‍❤️‍💋‍👩🏼,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
2262,👩🏼‍❤️‍💋‍👩🏿,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
2264,👩🏼‍❤️‍💋‍👩🏻,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
2266,👩🏼‍❤️‍💋‍👩🏾,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
2268,👩🏼‍❤️‍💋‍👩🏽,People & Body,1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
2270,👩🏽‍❤️‍💋‍👩🏽,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FD
2272,👩🏽‍❤️‍💋‍👩🏿,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FF
2274,👩🏽‍❤️‍💋‍👩🏻,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FB
2276,👩🏽‍❤️‍💋‍👩🏾,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FE
2278,👩🏽‍❤️‍💋‍👩🏼,People & Body,1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F469 1F3FC
2280,🥼,Objects,1F97C
2281,🏷,Objects,1F3F7
2282,🔷,Symbols,1F537
2283,🔶,Symbols,1F536
2284,🌗,Travel & Places,1F317
2285,🌜,Travel & Places,1F31C
2287,⏮,Symbols,23EE
2289,✝,Symbols,271D
2290,🍃,Animals & Nature,1F343
2291,🤛🏿,People & Body,1F91B 1F3FF
2292,🤛🏻,People & Body,1F91B 1F3FB
2293,🤛🏾,People & Body,1F91B 1F3FE
2294,🤛🏼,People & Body,1F91B 1F3FC
2295,🤛🏽,People & Body,1F91B 1F3FD
2297,↔,Symbols,2194
2299,⬅,Symbols,2B05
2301,↪,Symbols,21AA
2302,🛅,Symbols,1F6C5
2304,🗨,Smileys & Emotion,1F5E8
2305,🫲🏿,People & Body,1FAF2 1F3FF
2306,🫲🏻,People & Body,1FAF2 1F3FB
2307,🫲🏾,People & Body,1FAF2 1F3FE
2308,🫲🏼,People & Body,1FAF2 1F3FC
2309,🫲🏽,People & Body,1FAF2 1F3FD
2315,🦵🏿,People & Body,1F9B5 1F3FF
2316,🦵🏻,People & Body,1F9B5 1F3FB
2317,🦵🏾,People & Body,1F9B5 1F3FE
2318,🦵🏼,People & Body,1F9B5 1F3FC
2319,🦵🏽,People & Body,1F9B5 1F3FD
2320,🎚,Objects,1F39A
2322,🖇,Objects,1F587
2323,💄,Objects,1F484
2324,🚮,Symbols,1F6AE
2325,🪘,Objects,1FA98
2326,🪷,Animals & Nature,1FAB7
2327,📢,Objects,1F4E2
2328,🤟🏿,People & Body,1F91F 1F3FF
2329,🤟🏻,People & Body,1F91F 1F3FB
2330,🤟🏾,People & Body,1F91F 1F3FE
2331,🤟🏼,People & Body,1F91F 1F3FC
2332,🤟🏽,People & Body,1F91F 1F3FD
2333,🪫,Objects,1FAAB
2334,🧳,Travel & Places,1F9F3
2335,🫁,People & Body,1FAC1
2336,🧙🏿,People & Body,1F9D9 1F3FF
2337,🧙🏻,People & Body,1F9D9 1F3FB
2338,🧙🏾,People & Body,1F9D9 1F3FE
2339,🧙🏼,People & Body,1F9D9 1F3FC
2340,🧙🏽,People & Body,1F9D9 1F3FD
2342,♂,Symbols,2642
2343,👨,People & Body,1F468
2344,👨🏿‍🎨,People & Body,1F468 1F3FF 200D 1F3A8
2345,👨🏻‍🎨,People & Body,1F468 1F3FB 200D 1F3A8
2346,👨🏾‍🎨,People & Body,1F468 1F3FE 200D 1F3A8
2347,👨🏼‍🎨,People & Body,1F468 1F3FC 200D 1F3A8
2348,👨🏽‍🎨,People & Body,1F468 1F3FD 200D 1F3A8
2349,👨🏿‍🚀,People & Body,1F468 1F3FF 200D 1F680
2350,👨🏻‍🚀,People & Body,1F468 1F3FB 200D 1F680
2351,👨🏾‍🚀,People & Body,1F468 1F3FE 200D 1F680
2352,👨🏼‍🚀,People & Body,1F468 1F3FC 200D 1F680
2353,👨🏽‍🚀,People & Body,1F468 1F3FD 200D 1F680
2354,👨‍🦲,People & Body,1F468 200D 1F9B2
2355,🧔‍♂️,People & Body,1F9D4 200D 2642 FE0F
2357,🚴‍♂️,People & Body,1F6B4 200D 2642 FE0F
2359,🚴🏿‍♂️,People & Body,1F6B4 1F3FF 200D 2642 FE0F
2361,🚴🏻‍♂️,People & Body,1F6B4 1F3FB 200D 2642 FE0F
2363,🚴🏾‍♂️,People & Body,1F6B4 1F3FE 200D 2642 FE0F
2365,🚴🏼‍♂️,People & Body,1F6B4 1F3FC 200D 2642 FE0F
2367,🚴🏽‍♂️,People & Body,1F6B4 1F3FD 200D 2642 FE0F
2369,👱‍♂️,People & Body,1F471 200D 2642 FE0F
2371,⛹️‍♂️,People & Body,26F9 FE0F 200D 2642 FE0F
2375,⛹🏿‍♂️,People & Body,26F9 1F3FF 200D 2642 FE0F
2377,⛹🏻‍♂️,People & Body,26F9 1F3FB 200D 2642 FE0F
2379,⛹🏾‍♂️,People & Body,26F9 1F3FE 200D 2642 FE0F
2381,⛹🏼‍♂️,People & Body,26F9 1F3FC 200D 2642 FE0F
2383,⛹🏽‍♂️,People & Body,26F9 1F3FD 200D 2642 FE0F
2386,🙇🏿‍♂️,People & Body,1F647 1F3FF 200D 2642 FE0F
2388,🙇🏻‍♂️,People & Body,1F647 1F3FB 200D 2642 FE0F
2390,🙇🏾‍♂️,People & Body,1F647 1F3FE 200D 2642 FE0F
2392,🙇🏼‍♂️,People & Body,1F647 1F3FC 200D 2642 FE0F
2394,🙇🏽‍♂️,People & Body,1F647 1F3FD 200D 2642 FE0F
2396,🤸‍♂️,People & Body,1F938 200D 2642 FE0F
2398,🤸🏿‍♂️,People & Body,1F938 1F3FF 200D 2642 FE0F
2400,🤸🏻‍♂️,People & Body,1F938 1F3FB 200D 2642 FE0F
2402,🤸🏾‍♂️,People & Body,1F938 1F3FE 200D 2642 FE0F
2404,🤸🏼‍♂️,People & Body,1F938 1F3FC 200D 2642 FE0F
2406,🤸🏽‍♂️,People & Body,1F938 1F3FD 200D 2642 FE0F
2408,🧗‍♂️,People & Body,1F9D7 200D 2642 FE0F
2410,🧗🏿‍♂️,People & Body,1F9D7 1F3FF 200D 2642 FE0F
2412,🧗🏻‍♂️,People & Body,1F9D7 1F3FB 200D 2642 FE0F
2414,🧗🏾‍♂️,People & Body,1F9D7 1F3FE 200D 2642 FE0F
2416,🧗🏼‍♂️,People & Body,1F9D7 1F3FC 200D 2642 FE0F
2418,🧗🏽‍♂️,People & Body,1F9D7 1F3FD 200D 2642 FE0F
2420,👷‍♂️,People & Body,1F477 200D 2642 FE0F
2422,👷🏿‍♂️,People & Body,1F477 1F3FF 200D 2642 FE0F
2424,👷🏻‍♂️,People & Body,1F477 1F3FB 200D 2642 FE0F
2426,👷🏾‍♂️,People & Body,1F477 1F3FE 200D 2642 FE0F
2428,👷🏼‍♂️,People & Body,1F477 1F3FC 200D 2642 FE0F
2430,👷🏽‍♂️,People & Body,1F477 1F3FD 200D 2642 FE0F
2432,👨🏿‍🍳,People & Body,1F468 1F3FF 200D 1F373
2433,👨🏻‍🍳,People & Body,1F468 1F3FB 200D 1F373
2434,👨🏾‍🍳,People & Body,1F468 1F3FE 200D 1F373
2435,👨🏼‍🍳,People & Body,1F468 1F3FC 200D 1F373
2436,👨🏽‍🍳,People & Body,1F468 1F3FD 200D 1F373
2437,👨‍🦱,People & Body,1F468 200D 1F9B1
2438,🕺🏿,People & Body,1F57A 1F3FF
2439,🕺🏻,People & Body,1F57A 1F3FB
2440,🕺🏾,People & Body,1F57A 1F3FE
2441,🕺🏼,People & Body,1F57A 1F3FC
2442,🕺🏽,People & Body,1F57A 1F3FD
2443,👨🏿,People & Body,1F468 1F3FF
2444,👨🏿‍🦲,People & Body,1F468 1F3FF 200D 1F9B2
2445,🧔🏿‍♂️,People & Body,1F9D4 1F3FF 200D 2642 FE0F
2447,👱🏿‍♂️,People & Body,1F471 1F3FF 200D 2642 FE0F
2449,👨🏿‍🦱,People & Body,1F468 1F3FF 200D 1F9B1
2450,👨🏿‍🦰,People & Body,1F468 1F3FF 200D 1F9B0
2451,👨🏿‍🦳,People & Body,1F468 1F3FF 200D 1F9B3
2452,🕵️‍♂️,People & Body,1F575 FE0F 200D 2642 FE0F
2456,🕵🏿‍♂️,People & Body,1F575 1F3FF 200D 2642 FE0F
2458,🕵🏻‍♂️,People & Body,1F575 1F3FB 200D 2642 FE0F
2460,🕵🏾‍♂️,People & Body,1F575 1F3FE 200D 2642 FE0F
2462,🕵🏼‍♂️,People & Body,1F575 1F3FC 200D 2642 FE0F
2464,🕵🏽‍♂️,People & Body,1F575 1F3FD 200D 2642 FE0F
2466,🧝‍♂️,People & Body,1F9DD 200D 2642 FE0F
2468,🧝🏿‍♂️,People & Body,1F9DD 1F3FF 200D 2642 FE0F
2470,🧝🏻‍♂️,People & Body,1F9DD 1F3FB 200D 2642 FE0F
2472,🧝🏾‍♂️,People & Body,1F9DD 1F3FE 200D 2642 FE0F
2474,🧝🏼‍♂️,People & Body,1F9DD 1F3FC 200D 2642 FE0F
2476,🧝🏽‍♂️,People & Body,1F9DD 1F3FD 200D 2642 FE0F
2479,🤦🏿‍♂️,People & Body,1F926 1F3FF 200D 2642 FE0F
2481,🤦🏻‍♂️,People & Body,1F926 1F3FB 200D 2642 FE0F
2483,🤦🏾‍♂️,People & Body,1F926 1F3FE 200D 2642 FE0F
2485,🤦🏼‍♂️,People & Body,1F926 1F3FC 200D 2642 FE0F
2487,🤦🏽‍♂️,People & Body,1F926 1F3FD 200D 2642 FE0F
2489,👨🏿‍🏭,People & Body,1F468 1F3FF 200D 1F3ED
2490,👨🏻‍🏭,People & Body,1F468 1F3FB 200D 1F3ED
2491,👨🏾‍🏭,People & Body,1F468 1F3FE 200D 1F3ED
2492,👨🏼‍🏭,People & Body,1F468 1F3FC 200D 1F3ED
2493,👨🏽‍🏭,People & Body,1F468 1F3FD 200D 1F3ED
2494,🧚‍♂️,People & Body,1F9DA 200D 2642 FE0F
2496,🧚🏿‍♂️,People & Body,1F9DA 1F3FF 200D 2642 FE0F
2498,🧚🏻‍♂️,People & Body,1F9DA 1F3FB 200D 2642 FE0F
2500,🧚🏾‍♂️,People & Body,1F9DA 1F3FE 200D 2642 FE0F
2502,🧚🏼‍♂️,People & Body,1F9DA 1F3FC 200D 2642 FE0F
2504,🧚🏽‍♂️,People & Body,1F9DA 1F3FD 200D 2642 FE0F
2506,👨🏿‍🌾,People & Body,1F468 1F3FF 200D 1F33E
2507,👨🏻‍🌾,People & Body,1F468 1F3FB 200D 1F33E
2508,👨🏾‍🌾,People & Body,1F468 1F3FE 200D 1F33E
2509,👨🏼‍🌾,People & Body,1F468 1F3FC 200D 1F33E
2510,👨🏽‍🌾,People & Body,1F468 1F3FD 200D 1F33E
2511,👨‍🍼,People & Body,1F468 200D 1F37C
2512,👨🏿‍🍼,People & Body,1F468 1F3FF 200D 1F37C
2513,👨🏻‍🍼,People & Body,1F468 1F3FB 200D 1F37C
2514,👨🏾‍🍼,People & Body,1F468 1F3FE 200D 1F37C
2515,👨🏼‍🍼,People & Body,1F468 1F3FC 200D 1F37C
2516,👨🏽‍🍼,People & Body,1F468 1F3FD 200D 1F37C
2517,👨🏿‍🚒,People & Body,1F468 1F3FF 200D 1F692
2518,👨🏻‍🚒,People & Body,1F468 1F3FB 200D 1F692
2519,👨🏾‍🚒,People & Body,1F468 1F3FE 200D 1F692
2520,👨🏼‍🚒,People & Body,1F468 1F3FC 200D 1F692
2521,👨🏽‍🚒,People & Body,1F468 1F3FD 200D 1F692
2522,🙍‍♂️,People & Body,1F64D 200D 2642 FE0F
2524,🙍🏿‍♂️,People & Body,1F64D 1F3FF 200D 2642 FE0F
2526,🙍🏻‍♂️,People & Body,1F64D 1F3FB 200D 2642 FE0F
2528,🙍🏾‍♂️,People & Body,1F64D 1F3FE 200D 2642 FE0F
2530,🙍🏼‍♂️,People & Body,1F64D 1F3FC 200D 2642 FE0F
2532,🙍🏽‍♂️,People & Body,1F64D 1F3FD 200D 2642 FE0F
2534,🧞‍♂️,People & Body,1F9DE 200D 2642 FE0F
2537,🙅🏿‍♂️,People & Body,1F645 1F3FF 200D 2642 FE0F
2539,🙅🏻‍♂️,People & Body,1F645 1F3FB 200D 2642 FE0F
2541,🙅🏾‍♂️,People & Body,1F645 1F3FE 200D 2642 FE0F
2543,🙅🏼‍♂️,People & Body,1F645 1F3FC 200D 2642 FE0F
2545,🙅🏽‍♂️,People & Body,1F645 1F3FD 200D 2642 FE0F
2548,🙆🏿‍♂️,People & Body,1F646 1F3FF 200D 2642 FE0F
2550,🙆🏻‍♂️,People & Body,1F646 1F3FB 200D 2642 FE0F
2552,🙆🏾‍♂️,People & Body,1F646 1F3FE 200D 2642 FE0F
2554,🙆🏼‍♂️,People & Body,1F646 1F3FC 200D 2642 FE0F
2556,🙆🏽‍♂️,People & Body,1F646 1F3FD 200D 2642 FE0F
2558,💇‍♂️,People & Body,1F487 200D 2642 FE0F
2560,💇🏿‍♂️,People & Body,1F487 1F3FF 200D 2642 FE0F
2562,💇🏻‍♂️,People & Body,1F487 1F3FB 200D 2642 FE0F
2564,💇🏾‍♂️,People & Body,1F487 1F3FE 200D 2642 FE0F
2566,💇🏼‍♂️,People & Body,1F487 1F3FC 200D 2642 FE0F
2568,💇🏽‍♂️,People & Body,1F487 1F3FD 200D 2642 FE0F
2570,💆‍♂️,People & Body,1F486 200D 2642 FE0F
2572,💆🏿‍♂️,People & Body,1F486 1F3FF 200D 2642 FE0F
2574,💆🏻‍♂️,People & Body,1F486 1F3FB 200D 2642 FE0F
2576,💆🏾‍♂️,People & Body,1F486 1F3FE 200D 2642 FE0F
2578,💆🏼‍♂️,People & Body,1F486 1F3FC 200D 2642 FE0F
2580,💆🏽‍♂️,People & Body,1F486 1F3FD 200D 2642 FE0F
2582,🏌️‍♂️,People & Body,1F3CC FE0F 200D 2642 FE0F
2586,🏌🏿‍♂️,People & Body,1F3CC 1F3FF 200D 2642 FE0F
2588,🏌🏻‍♂️,People & Body,1F3CC 1F3FB 200D 2642 FE0F
2590,🏌🏾‍♂️,People & Body,1F3CC 1F3FE 200D 2642 FE0F
2592,🏌🏼‍♂️,People & Body,1F3CC 1F3FC 200D 2642 FE0F
2594,🏌🏽‍♂️,People & Body,1F3CC 1F3FD 200D 2642 FE0F
2596,💂‍♂️,People & Body,1F482 200D 2642 FE0F
2598,💂🏿‍♂️,People & Body,1F482 1F3FF 200D 2642 FE0F
2600,💂🏻‍♂️,People & Body,1F482 1F3FB 200D 2642 FE0F
2602,💂🏾‍♂️,People & Body,1F482 1F3FE 200D 2642 FE0F
2604,💂🏼‍♂️,People & Body,1F482 1F3FC 200D 2642 FE0F
2606,💂🏽‍♂️,People & Body,1F482 1F3FD 200D 2642 FE0F
2609,👨🏿‍⚕️,People & Body,1F468 1F3FF 200D 2695 FE0F
2611,👨🏻‍⚕️,People & Body,1F468 1F3FB 200D 2695 FE0F
2613,👨🏾‍⚕️,People & Body,1F468 1F3FE 200D 2695 FE0F
2615,👨🏼‍⚕️,People & Body,1F468 1F3FC 200D 2695 FE0F
